n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2260T1433997R,3,2,4,9,6,7,6,88.9,2.5,100.0,3415.0,7854.5,427.0,-1,2
2276T2376421J,4,3,5,24,7,7,2,265.9,7.4,49.9,11547.0,26558.1,1910.9,1900,4
2132T0425698V,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2335T4454227L,5,2,4,21,6,7,6,57.6,1.6,100.0,93725.0,215567.5,27186.5,1982,2
2202T0801370Q,3,2,5,24,2,7,1,349.1,31.7,67.0,20987.5,41790.8,2832.9999999999995,1970,5
2334T0443229G,4,2,4,9,6,7,6,99.5,2.8,100.0,70933.0,163145.9,12342.0,-1,3
2306T2197393A,5,2,4,21,6,7,6,257.3,7.2,117.0,13088.0,30102.4,2153.4,2008,4
2283T2299141I,4,3,4,9,6,7,6,179.2,5.0,100.0,7775.0,17882.5,2255.0,-1,4
2477T0490856T,5,2,0,24,1,1,2,176.0,48.0,165.0,26466.4,176.20000000000002,2628.6,1975,4
2310T0511091K,4,2,0,24,7,7,2,309.0,8.0,228.0,30703.0,309.7,0.0,1997,4
2287T2884335Y,4,2,5,24,6,2,6,53.4,10.9,685.3,28162.5,36607.3,8103.0,1971,2
2375T1780465Z,5,3,5,24,6,7,6,702.6,45.2,144.1,54493.0,101250.1,7247.1,1920,7
2138T0728185E,1,2,4,24,6,7,6,25.1,0.7,100.0,4800.0,11040.0,1185.0,1948,1
2167T0202791V,0,6,4,6,6,7,6,117.0,3.3,100.0,21999.0,50597.7,3517.5,2006,3
2259T2772958D,4,2,4,24,6,7,6,318.3,8.9,133.1,56353.0,129611.9,9066.2,1986,4
2210T2163412E,4,2,5,25,6,4,6,166.8,37.9,222.0,111114.0,111114.0,7264.1,1997,3
2185T0863206C,2,2,4,19,6,7,6,513.6,14.3,100.0,18267.0,42014.1,2903.0,2020,7
2191T0410587X,0,4,4,25,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2302T4217112J,5,3,4,9,6,7,6,230.7,6.6,123.5,17845.0,28485.5,2607.6,1922,4
2359T4290538Q,5,2,4,21,6,7,6,382.5,25.4,100.0,321890.4,528294.9,39151.3,-1,5
2267T0567079Y,2,2,0,24,7,7,2,1094.0,30.0,55.7,26530.0,1094.7,3820.3,1945,7
2338T0308291M,4,2,5,24,6,7,6,1842.9,222.9,3278.0,3633943.0,7858970.3,574621.9,1980,7
2134T0825539K,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2169T0566605T,1,4,4,6,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2147T0798942Y,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2259T1405520J,3,2,5,24,6,4,6,596.5,67.9,346.5,273189.0,310097.3,20023.5,1949,7
2214T0623735Z,3,2,4,10,6,7,6,928.0,79.6,100.0,217744.8,363409.8,13906.0,1948,7
2244T0721021X,3,2,0,24,7,7,2,201.0,5.0,215.0,18847.7,201.6,2092.1,1987,3
2175T0932324C,2,4,4,21,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2378T2316351C,4,2,4,9,6,7,6,195.5,5.4,100.0,167422.5,385071.8,48564.0,-1,4
2371T4470246Y,5,2,4,11,6,4,6,111.3,20.3,100.0,2418.0,2765.1,316.7,1999,2
2375T1043017P,4,3,4,21,6,7,6,231.0,6.4,100.0,5674.0,13050.2,1251.0,-1,4
2304T0028244D,4,2,4,24,6,7,6,491.1,13.7,100.0,438892.5,1009452.8,68720.2,2010,6
2101T0587598O,1,2,4,5,6,7,6,264.3,7.4,100.0,6549.7,15064.4,71.8,2013,4
2375T4473799T,5,3,4,9,6,7,6,218.8,6.1,100.0,13987.0,32170.1,4057.0,-1,4
2131T0572185X,1,4,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2293T1535194D,3,2,5,24,6,4,6,279.4,37.3,481.8,156341.0,231903.5,16835.9,1997,5
2318T3459134Z,5,2,5,24,6,7,6,66.0,1.8,811.1,23283.0,53550.9,3778.7,2008,2
2163T0743985V,1,2,4,10,6,7,6,242.1,19.7,100.0,14851.0,25303.0,3089.0,1947,4
2414T0083500U,5,2,4,21,6,7,6,40.1,1.1,100.0,2647.5,6089.3,686.0,-1,1
2331T1856485D,4,3,5,24,6,7,6,142.2,4.0,60.0,11139.0,25619.699999999997,1846.8,1968,3
2213T1757540V,3,2,4,10,6,7,6,669.1,18.6,100.0,22982.0,52858.6,3300.0,-1,7
2284T1380654Y,3,2,5,24,6,7,6,155.2,4.3,72.6,14697.0,33803.100000000006,2406.6000000000004,1900,3
2259T3207869M,4,0,0,24,7,7,5,75.0,2.0,2904.7,74767.6,1767.9,12021.0,2022,2
2225T0543731I,3,2,5,25,6,5,6,143.8,9.5,308.0,132913.0,132913.0,10460.300000000001,1970,3
2106T0073524R,0,6,0,7,6,7,6,381.2,10.6,100.0,3500.0,8050.0,600.0,1947,6
2168T0413147M,0,2,4,19,6,7,6,304.6,13.7,100.0,19172.0,27749.4,2173.0,1948,5
2294T1331655T,3,2,4,9,6,7,6,386.2,46.8,800.0,246005.0,355883.6,19406.9,1970,6
2292T1104306M,3,2,4,21,6,7,6,224.2,6.2,100.0,247215.3,568595.3,71709.7,-1,4
2133T0586704K,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1983,1
2314T2016278J,4,2,4,24,6,7,6,89.4,2.5,100.0,1090.0,2507.0,316.0,1948,2
2213T0551015A,2,2,2,24,6,4,6,154.1,25.7,3780.7,1218562.0,1218562.0,75527.1,1870,3
2292T1106728Q,3,2,4,21,6,7,6,149.7,4.2,100.0,8591.4,19760.2,1130.0,1987,3
2284T0743121L,3,2,4,9,6,7,6,175.3,4.9,33.0,2764.0,6357.2,802.0,1947,3
2469T0476056F,5,2,4,21,6,7,6,301.9,8.4,100.0,7804.0,17949.2,1920.0,-1,5
2313T0174376Y,4,2,4,16,6,7,6,94.1,2.6,100.0,12604.0,28989.2,3656.0,-1,2
2267T0115384B,2,2,5,24,6,7,6,298.2,8.3,44.2,17195.0,39548.5,2805.4,1947,5
2374T0458746P,4,3,5,24,6,2,6,208.7,56.3,165.0,84334.7,84334.7,7709.9,1974,4
2444T0494941P,5,2,5,25,6,4,6,177.2,34.5,93.0,14964.0,16475.9,1444.1999999999998,1949,3
2380T2015256P,4,2,4,19,6,7,0,238.9,6.6,100.0,5941.3,13665.1,1723.3,-1,4
2369T1236744K,5,3,5,25,6,4,6,277.5,41.2,151.8,33326.8,43511.0,3222.1000000000004,1900,4
2214T1697105L,3,2,0,24,7,7,2,152.0,4.0,1527.9,101198.7,152.3,23692.7,2013,3
2391T4086031F,5,2,4,9,6,7,6,1081.6,30.1,100.0,103453.0,237941.9,30009.0,-1,7
2357T3986760U,5,3,4,10,6,4,6,146.5,33.2,100.0,16082.1,16082.1,1194.8,1939,3
2122T0355995O,0,2,5,24,6,7,3,133.0,4.0,42.5,7362.0,16935.0,1059.0,1949,4
2157T0319309X,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1978,1
2206T2959486G,4,2,5,24,6,4,6,258.1,58.6,120.0,92898.1,92898.1,7278.0,1965,4
2276T3003380E,4,2,5,24,6,4,6,163.8,20.9,275.0,32337.2,45044.7,3336.1,1960,3
2391T0706874Q,4,0,0,24,7,7,3,537.0,15.0,543.1,105379.4,446.3,16900.0,2023,5
2413T0268128V,5,2,4,9,6,7,6,487.0,13.6,100.0,29644.0,68181.2,7707.0,-1,6
2312T4316858D,5,2,5,24,6,7,3,62.0,7.0,1109.0,61317.0,141030.0,9972.0,1970,2
2268T0889929H,3,2,4,21,6,7,6,266.5,7.4,100.0,38238.0,87947.4,11092.0,2013,4
2326T1776642B,4,2,4,24,6,7,6,1917.5,53.4,100.0,49522.0,113900.6,14365.0,-1,7
2273T2355757M,4,2,4,9,6,2,6,242.1,55.7,51.4,18880.3,21309.5,1883.4,1970,4
2367T2569164G,5,2,4,9,6,7,6,116.2,14.1,100.0,83340.3,119146.20000000001,13181.4,-1,3
2367T0596461B,4,2,5,24,7,7,2,166.4,4.6,68.5,14863.0,34184.9,3335.2999999999997,1900,3
2229T0056395U,2,2,4,21,6,7,6,248.1,6.9,100.0,35831.3,82412.1,10393.7,1947,4
2277T2716206B,4,2,4,24,6,7,6,183.7,5.1,100.0,29866.0,68691.8,8663.0,-1,4
2127T0556966K,0,2,5,24,6,4,6,147.2,23.6,25.0,3500.8,5047.900000000001,738.4000000000001,2015,3
2267T2764239C,4,2,4,24,6,7,6,543.7,15.1,100.0,224908.0,517288.4,36520.0,-1,7
2335T0542708K,4,3,4,7,6,7,6,116.5,3.2,100.0,6684.8,15375.0,1939.0,1940,3
2331T2012294U,4,2,4,7,6,7,0,138.7,3.9,100.0,7759.0,17845.7,2251.0,-1,3
2395T3935778K,5,2,4,24,6,7,6,245.1,28.6,100.0,52985.0,77083.1,6920.0,-1,4
2246T1986330S,3,2,4,19,6,7,6,267.4,14.9,100.0,14068.0,32356.4,4081.0,-1,4
2438T0455614U,5,2,4,9,6,7,6,198.3,5.5,100.0,16404.0,37729.2,3172.0,2016,4
2363T2330547N,4,2,4,21,4,4,2,282.1,37.6,100.0,20879.3,28455.699999999997,1448.1000000000001,1968,4
2303T1892842K,4,3,4,9,6,2,6,112.5,36.5,100.0,12073.7,12073.7,1103.0,-1,3
2373T4040340E,5,2,4,21,6,7,6,121.9,3.4,100.0,8455.9,19448.7,2452.8,2012,3
2234T2672794S,4,3,5,24,6,7,3,95.0,3.0,330.0,41052.0,94416.0,16419.0,1940,3
2233T2766645I,4,2,4,21,6,5,6,93.2,8.2,100.0,109382.0,129903.8,7055.099999999999,2011,2
2275T3199978P,4,2,4,11,6,7,6,386.2,63.5,750.0,66532.0,129942.1,17655.300000000003,1970,4
2274T3117688O,4,2,4,19,6,4,6,358.2,47.4,100.0,85681.7,117139.9,7026145.0,2014,5
2262T2526216E,4,3,5,24,7,7,2,209.9,5.8,130.9,9134.0,21008.2,1111.2,1997,4
2260T0410696Y,2,2,5,7,6,7,4,377.0,48.0,37.1,21207.0,21207.0,2532.0,1990,4
2253T3050014X,4,2,4,7,6,7,6,378.7,33.8,100.0,2256725.5999999996,3704014.6,0.0,1988,5
2267T2206134N,4,2,5,24,6,7,6,331.5,9.2,1463.0,210885.0,485035.5,33774.4,1900,3
2369T3226030K,5,2,0,16,1,1,2,111.0,24.0,5964.0,493597.7,111.5,0.0,1999,3
2101T0867692K,1,2,3,11,6,7,6,504.2,22.9,1590.0,953202.0,2192364.6,152463.4,1987,4
2283T2939660R,4,2,5,25,6,7,6,701.8,19.5,290.0,88492.0,203531.6,14205.0,2005,6
2113T0821842K,1,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2201T2937168R,4,2,4,9,6,7,6,300.5,10.8,100.0,117005.5,255312.90000000002,34999.299999999996,2008,5
2359T1307662Q,5,3,4,21,6,7,6,361.7,10.1,323.0,152396.0,350510.8,24422.6,1974,5
2194T0357978P,0,2,4,6,5,7,4,53.3,1.9,100.0,8540.800000000001,14416.8,2225.4,1948,2
2383T3786327V,5,2,5,25,6,7,3,138.0,4.0,31.4,5667.0,13035.0,1245.0,1949,3
2163T0380208K,0,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2375T3689659N,5,2,4,21,4,4,2,232.0,44.9,100.0,23101.4,25519.4,1672.0,-1,4
2174T0915485K,2,2,4,21,6,7,6,392.4,10.9,100.0,20249.5,46573.9,3559.5,1989,5
2345T3122987H,5,3,4,19,6,7,6,255.4,7.1,100.0,10176.5,23406.0,1465.5,-1,4
2441T0490578R,5,2,4,19,6,7,6,128.1,3.6,100.0,3552.0,8169.6,876.7,2008,3
2369T2518133P,5,0,4,22,4,4,3,94.3,18.0,100.0,89078.09999999999,93698.7,5494.099999999999,2023,3
2368T4514945A,5,2,4,9,6,7,6,194.0,5.4,100.0,6911.0,15895.3,2005.0,2004,4
2230T0842019D,3,2,4,10,6,7,6,1362.6,37.9,100.0,498533.0,1146625.9,59301.0,1989,7
2144T0017867M,0,6,0,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2240T0449081N,3,2,5,24,6,7,6,118.3,3.3,38.2,1964.0,4517.2,425.3,1990,3
2233T2770356B,4,2,4,21,6,7,6,1141.2,31.8,100.0,2430999.0,5591297.7,140959.0,2011,7
2370T0996520B,4,2,0,9,6,4,6,388.8,57.0,1010.0,333332.9,431933.5,50639.3,-1,6
2267T0787807M,2,2,4,19,6,7,6,50.7,1.4,100.0,1115.0,2564.5,209.6,1947,2
2231T0122536T,2,2,5,24,6,7,6,128.5,3.6,78.3,4377.0,10067.1,786.3,1980,3
2364T2625895C,5,3,4,21,6,7,6,198.4,5.5,178.7,15417.0,35459.1,2521.0,1965,3
2337T1801111P,4,3,4,24,6,7,6,127.1,4.6,92.4,16842.0,38736.6,2425.2,1988,3
2287T0162379I,2,2,5,24,6,4,6,0.0,0.0,741.7,1.0,1.0,0.1,2005,1
2376T1618493I,4,2,4,25,6,7,6,98.0,2.7,100.0,58561.0,134690.3,20211.0,-1,3
2235T1987352P,4,2,4,25,6,7,6,2670.3,74.3,100.0,53639.0,123369.7,15559.0,2016,7
2383T2695595P,5,3,4,25,6,7,6,262.4,7.3,100.0,10136.0,23312.8,3648.7,-1,4
2313T1310108Y,4,3,4,21,6,7,6,467.4,13.0,100.0,26378.3,60670.2,3018.3,-1,5
2375T2416691F,5,2,4,25,6,7,3,223.0,6.0,205.6,59799.0,137541.0,9729.0,1880,7
2474T0523521Z,5,2,5,24,6,4,6,190.8,24.8,600.0,213400.2,272989.6,9962.0,1965,4
2364T0141701E,4,3,4,19,6,7,6,187.5,5.2,66.6,5432.0,12493.6,948.7,1900,4
2330T4259976B,5,3,4,19,6,7,6,117.7,3.3,100.0,12737.0,29295.1,4744.0,2019,3
2321T0848921H,4,2,0,16,4,7,2,98.0,14.0,4858.8,225496.2,69.1,22450.1,1969,2
2383T2386035L,5,3,4,21,6,7,6,249.7,6.9,100.0,6269.7,14420.2,692.5,1989,4
2274T0007967X,2,2,4,9,6,7,6,203.7,14.2,100.0,33816.2,61128.7,7584.2,1947,4
2213T3021015A,4,2,4,21,6,7,6,97.1,2.7,100.0,69034.0,158778.2,13116.7,-1,2
2326T3563214J,5,2,4,9,6,7,6,316.5,8.8,100.0,112609.0,259000.7,16013.0,2008,5
2475T0362629W,5,2,0,21,7,7,2,139.0,3.0,1527.0,92859.7,139.9,17115.9,1810,3
2269T1786862T,3,2,0,24,1,1,2,90.0,21.0,1551.6,106278.4,90.8,10287.2,1936,2
2475T0464606B,5,2,0,21,7,7,2,474.0,13.0,28.3,5845.0,474.9,668.7,1945,5
2492T0303609N,5,2,2,21,6,7,6,111.3,3.1,100.0,37200.0,85560.0,10791.0,-1,3
2241T0178669C,3,2,4,7,6,4,6,119.8,27.2,100.0,459455.9,459455.9,20408.0,1948,2
2318T3879817C,5,2,3,21,6,7,6,124.9,3.5,5123.8,463875.0,1066912.5,74225.0,1993,3
2289T3111545W,4,2,4,25,6,7,6,80.8,2.2,100.0,2977.0,6847.1,864.0,-1,2
2306T1323311M,5,3,5,24,6,7,6,324.1,9.0,205.5,86868.0,199796.40000000002,15829.199999999999,1989,5
2264T2698409B,4,2,5,24,6,7,6,164.5,4.6,1400.0,100120.0,230276.0,17948.0,1980,3
2278T3048222Y,4,2,4,25,6,7,6,139.7,3.9,100.0,86845.0,199743.5,25191.0,-1,3
2174T0426210D,0,2,5,19,6,7,3,124.0,3.0,50.6,8181.0,18813.0,1179.0,1973,3
2429T0175581Y,5,3,5,10,6,6,6,0.0,0.0,131.4,0.0,0.0,0.0,1949,7
2156T0142966L,0,6,4,5,6,7,6,0.1,0.1,34.0,0.1,0.1,0.1,1983,1
2294T0556197L,2,2,5,9,6,7,3,366.0,10.0,77.0,36720.0,84459.0,6060.0,1949,7
2149T0256068G,0,6,5,24,6,4,6,221.6,49.5,103.0,64757.799999999996,64757.799999999996,4048.1,1966,4
2242T0220003X,3,2,4,10,6,7,6,370.9,10.3,100.0,10518.7,24192.9,2004.0,1983,5
2376T1833288R,4,2,4,25,6,7,6,298.1,8.3,100.0,18537.0,42635.1,2122.0,-1,5
2201T2814458B,4,3,4,7,6,7,0,51602.7,1435.9,100.0,30652000.0,70499600.0,8944.0,-1,7
2234T0750477L,3,2,4,21,6,7,6,400.8,11.2,100.0,44057.3,101331.9,14680.0,1978,5
2301T0237443D,4,2,4,9,6,7,6,242.8,8.9,100.0,28955.2,63019.399999999994,7907.1,2008,4
2325T0994262M,4,3,5,10,6,7,3,320.0,24.0,111.1,35646.0,81987.0,5133.0,1949,5
2262T0912846M,3,2,0,24,7,7,2,266.0,7.0,668.8,77505.0,266.5,23964.5,1945,4
2175T0232784S,0,2,4,16,6,7,6,255.0,7.1,100.0,68636.0,157862.8,10450.0,1975,4
2433T0482441K,5,3,5,24,6,7,6,177.1,4.9,31.0,7159.0,16465.7,1220.5,1900,4
2335T3685598U,5,3,4,21,6,7,6,464.5,12.9,100.0,12703.3,29217.7,3685.0,-1,5
2174T0266860H,0,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2295T0797645Y,3,2,4,24,6,7,6,187.8,10.6,100.0,2185940.2,4238246.3,634095.0,2003,4
2271T0796902L,3,2,4,7,6,4,6,12.0,2.7,100.0,2747.7,2747.7,797.0,1947,1
2319T4336698M,5,2,4,11,6,2,6,51.8,16.8,100.0,36204.4,36204.4,1982.7,-1,1
2206T0379259T,3,2,4,21,6,7,6,218.9,6.1,56.0,15987.0,36770.100000000006,4496.0,1980,4
2163T0846000M,1,2,4,9,7,7,2,133.1,3.7,100.0,15276.0,35134.8,1767.0,2004,3
2260T2843001D,4,3,4,24,6,7,6,57.8,1.6,100.0,8843.5,20340.1,1756.5,-1,2
2421T0014874P,5,2,0,24,7,7,2,125.0,3.0,55.0,6000.0,125.5,1200.0,1989,3
2325T3947026I,5,2,4,9,6,7,6,311.3,8.7,1090.0,309827.0,712602.1,55097.0,-1,5
2170T0362756L,0,6,5,24,7,7,2,72.3,2.6,70.0,6600.0,15180.0,2096.1000000000004,1947,2
2375T3761069B,5,2,4,21,6,7,6,135.0,16.5,100.0,177258.8,252449.5,31519.0,-1,3
2290T0347277X,3,2,5,24,6,4,6,191.1,43.4,49.5,9460.5,9460.5,1052.1,1968,4
2285T0038698H,2,2,4,21,6,7,6,132.5,3.7,100.0,6399.0,14717.7,1856.0,1947,3
2267T2308073G,4,2,4,21,6,7,6,17.7,0.5,100.0,588.0,1352.4,171.0,-1,1
2113T0177261V,0,6,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2213T3065166D,4,2,4,8,6,7,6,51.5,1.4,100.0,36770.0,84571.0,10666.0,-1,2
2313T0828112Q,4,3,4,9,6,7,6,250.0,7.0,100.0,10992.3,25282.4,3188.3,-1,4
2359T0941451P,4,3,4,9,6,7,6,270.6,7.5,100.0,6399.0,14717.7,1863.0,-1,4
2436T0244596Q,5,2,4,9,6,7,6,238.2,6.6,100.0,56942.0,130966.6,13164.5,-1,4
2201T2819966X,4,2,5,25,6,7,6,318.3,31.0,1629.4,440216.0,1012496.8,70442.2,1965,4
2142T0850430B,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2292T2771632K,4,2,4,25,6,7,6,129.3,3.6,100.0,19540.0,44942.0,5668.0,-1,3
2239T2868379K,4,2,4,10,6,7,6,566.6,15.8,149.0,36703.4,84417.8,5924.5,1900,7
2360T3256833U,5,2,0,24,4,4,2,173.0,28.0,896.0,109086.4,165.3,17457.7,2006,3
2274T0460454G,3,2,4,24,6,7,6,127.5,3.5,100.0,65587.0,150850.1,19025.0,1978,3
2378T1350588J,5,3,5,24,4,4,2,423.9,71.4,45.0,15903.0,19073.7,1601.6999999999998,1900,6
2291T0134616R,3,2,4,9,6,7,6,174.8,4.9,1497.0,125157.3,287861.8,14330.5,1975,3
2456T0550066G,5,2,4,9,6,7,6,258.6,7.2,100.0,448112.0,1030657.6,94104.0,2016,4
2228T3080991J,4,0,0,24,7,7,3,111.0,3.0,1905.4,68131.1,82.19999999999999,10936.0,2022,3
2229T3213592L,4,3,5,24,7,7,2,185.8,5.2,658.0,53144.0,122231.2,8553.2,1956,4
2267T2991611E,4,2,5,24,6,7,4,97.0,13.0,495.0,78378.0,78378.0,12180.0,1970,3
2174T0631770H,1,2,4,7,6,4,6,98.2,22.3,100.0,8319.4,8319.4,2508.9,1948,3
2375T4198230Y,5,3,5,24,7,7,2,230.0,6.0,80.0,23985.0,55164.0,4056.0,1949,4
2173T0549446Y,0,2,4,9,6,7,3,90.0,2.0,20.6,2412.0,5550.0,348.0,1982,2
2313T1025533T,4,3,5,24,7,7,2,189.9,5.3,145.0,11975.0,27542.5,1978.3,1995,4
2376T2159419E,4,3,4,25,6,7,6,387.6,10.8,100.0,4377.0,10067.1,1270.0,-1,5
2394T3778234Z,5,2,2,9,6,7,6,246.1,6.8,100.0,129474.3,297791.0,25078.0,1948,4
2367T0346248M,4,2,0,24,7,7,2,10.0,1.0,116.7,520.0,10.3,74.9,2006,1
2342T0720325C,4,3,4,19,6,7,6,210.3,5.9,100.0,9614.0,22112.2,2789.0,-1,4
2391T0539548A,4,2,4,24,6,7,6,165.3,4.6,100.0,34343.0,78988.9,9962.0,-1,3
2176T0055192H,0,6,5,24,6,7,6,276.7,10.1,166.0,59917.0,137809.1,11519.9,1930,5
2349T3722493J,5,3,4,21,4,4,2,193.0,29.4,100.0,15553.0,19740.3,2305.0,-1,4
2275T2836465I,4,3,4,7,5,5,2,134.9,24.3,100.0,33376.3,33376.3,5642.3,-1,3
2331T3100219B,5,2,4,24,6,7,6,69.8,1.9,100.0,2739.0,6299.7,1171.0,-1,2
2375T2462286W,4,2,4,9,6,7,6,342.3,41.2,100.0,13085.9,18763.0,2237.0,-1,5
2240T0403022A,3,2,4,7,6,7,6,756.4,21.0,100.0,120240.0,276552.0,18036.0,1948,7
2217T0303768R,3,2,4,25,7,7,2,199.9,5.6,100.0,20666.7,47533.3,5994.7,2006,4
2331T4265862M,5,2,4,21,6,7,6,102.4,2.8,100.0,2987.5,6871.3,181.0,-1,2
2283T3158165S,4,2,4,21,6,7,6,195.7,31.7,100.0,43767.6,63337.799999999996,6348.0,-1,3
2235T1788963G,3,2,4,9,6,7,6,321.0,8.9,1920.0,294785.0,678005.5,46340.0,2020,5
2454T0360607H,5,3,4,21,6,7,6,169.1,4.7,100.0,6990.0,16077.0,1552.7,-1,3
2212T1720030C,3,2,4,21,7,7,2,88.1,2.5,69.0,7930.0,18239.0,1336.0,1997,2
2283T0888560F,3,2,4,9,6,7,6,71.5,2.0,100.0,1103.0,2536.9,320.0,1983,2
2421T0469129Y,5,2,0,24,7,7,2,497.0,18.0,2480.7,562386.0,497.8,125380.7,1989,6
2386T4046125E,5,2,5,24,6,7,6,70.9,6.8,2430.0,147593.0,339463.9,23654.699999999997,1990,2
2327T2888890W,5,3,4,21,6,7,6,187.1,5.2,100.0,12529.0,28816.7,2129.9,-1,3
2151T0335575H,0,2,4,21,6,7,6,246.6,6.9,100.0,17777.0,40887.1,2842.0,1947,4
2376T2130999C,4,2,4,9,6,7,6,100.6,2.8,100.0,30299.7,69689.2,8788.7,-1,3
2330T4114481C,5,2,4,24,6,4,6,286.4,55.9,1442.0,416647.0,469391.9,30139.4,1960,4
2206T2103842W,3,2,5,16,6,4,6,140.6,19.2,3133.0,720869.0,720869.0,44849.4,1908,3
2167T1039957N,2,2,0,24,7,7,2,1084.0,30.0,249.3,117478.0,1084.0,0.0,2012,7
2114T0155982L,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2275T0274689M,3,2,4,21,6,7,6,385.3,10.7,100.0,29163.0,67074.9,4960.0,1947,5
2329T0367416E,4,2,4,9,6,7,6,344.5,9.6,100.0,47642.0,109576.6,9064.5,-1,5
2257T0289388D,2,2,5,25,4,4,2,79.0,18.0,282.3,67065.0,67065.0,6513.0,1948,2
2327T0942220Y,4,2,5,9,7,7,2,360.0,10.0,380.3,178440.0,410412.0,28698.0,2000,5
2333T4281845H,5,0,5,24,4,7,4,39.0,4.3,679.1,15037.6,20373.0,1647.1,2023,1
2162T0631554N,0,6,0,24,7,7,2,192.0,6.0,790.9,66208.0,192.5,13272.0,2009,4
2208T0671683X,3,2,5,24,7,7,2,486.9,13.5,148.5,62686.0,144177.8,10078.9,1931,6
2481T0132063E,5,2,0,21,7,7,2,69.0,1.0,1738.0,52388.0,69.3,8193.5,1945,2
2185T0485892A,0,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2380T2039869G,5,3,5,24,6,7,6,184.9,17.3,37.6,4325.9,6955.6,842.9,1900,4
2188T0904145U,2,2,4,9,6,7,6,793.5,22.1,100.0,31231.0,71831.3,3078.0,1947,7
2292T1673132K,3,2,4,10,6,4,6,109.2,24.8,100.0,13124.3,13124.3,1460.0,-1,3
2292T2336362G,4,2,4,19,6,7,6,240.0,6.7,100.0,7578.0,17429.4,2198.0,-1,4
2421T0350620X,5,3,4,9,6,7,6,357.6,40.7,100.0,11700.8,17234.9,1126.7,-1,5
2371T1423772W,4,2,3,21,6,4,6,215.7,42.3,471.0,178682.0,187753.4,11741.099999999999,1970,4
2328T4545854H,5,3,5,24,6,7,6,518.6,61.8,184.4,67529.0,155316.7,10853.2,1900,7
2421T0528341I,5,3,4,25,6,4,6,96.1,17.9,100.0,20018.0,22618.0,3500.0,-1,2
2124T0969954L,2,2,4,24,6,7,6,127.3,7.0,100.0,73779.0,126271.7,9611.0,1947,3
2374T1192889W,4,3,4,7,6,7,6,13.2,0.4,100.0,631.0,1451.3,8203.0,-1,1
2175T0437469F,0,2,4,7,4,4,2,290.0,65.8,100.0,14414.4,14414.4,172.0,1948,5
2425T0248480P,5,3,5,24,6,4,6,68.0,15.4,49.8,3390.0,3390.0,377.0,1800,2
2251T0383542F,2,2,0,24,1,1,2,223.0,46.0,108.9,18845.9,223.2,1928.9,1961,4
2170T0952240X,1,2,0,24,7,7,2,435.0,14.0,643.0,121621.7,435.0,10337.8,2008,6
2376T1684222J,5,2,5,24,4,4,2,182.2,41.4,262.2,47776.5,47776.5,2971.1,1979,4
2376T0953615C,4,2,4,21,6,4,6,243.4,37.6,100.0,42533.0,53539.600000000006,12337.7,-1,4
2142T0736308T,1,2,4,19,6,4,6,33.1,7.5,100.0,3643.0,3643.0,1057.0,1947,1
2250T1075186W,3,2,5,25,6,7,6,475.2,13.2,113.3,70224.0,161515.2,11284.099999999999,1980,5
2122T0935422F,2,4,4,21,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2395T3336678C,5,2,4,25,7,7,2,302.2,8.4,100.0,22114.0,50862.200000000004,6415.0,-1,4
2347T1707775D,5,2,5,24,6,7,6,254.0,7.1,256.0,28268.0,65016.4,4575.8,1947,4
2386T1373465O,5,2,5,24,7,7,2,400.2,11.1,24.2,4217.0,9699.1,762.0,1950,6
2113T0123752U,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2367T3570803V,5,2,4,9,7,7,2,122.7,3.4,100.0,119692.0,275291.6,34719.0,-1,3
2192T0784284X,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
